Orthogroup	Cmi	Cpl	Ler	Loc	Gga	Xtr
N0.HOG0000022	Cmi|19453.1, Cmi|11388.1	Cplagiosum|15944.5, Cplagiosum|18060.1, Cplagiosum|17792.1, Cplagiosum|17740.1, Cplagiosum|18119.1, Cplagiosum|18075.1, Cplagiosum|17680.1, Cplagiosum|13158.2, Cplagiosum|18096.2, Cplagiosum|18072.1, Cplagiosum|17667.3, Cplagiosum|21028.1, Cplagiosum|17865.1, Cplagiosum|18098.1, Cplagiosum|17741.1, Cplagiosum|17703.1, Cplagiosum|19001.1, Cplagiosum|17684.1, Cplagiosum|20951.1, Cplagiosum|17713.1, Cplagiosum|17806.2, Cplagiosum|17797.1, Cplagiosum|17808.2, Cplagiosum|12839.1, Cplagiosum|21145.1, Cplagiosum|17776.1, Cplagiosum|18095.1, Cplagiosum|17779.6, Cplagiosum|17666.1, Cplagiosum|17787.1, Cplagiosum|17805.1, Cplagiosum|17719.1, Cplagiosum|18068.3, Cplagiosum|17676.1, Cplagiosum|17723.1, Cplagiosum|18085.1, Cplagiosum|17709.1, Cplagiosum|18120.3, Cplagiosum|17809.1, Cplagiosum|12513.3, Cplagiosum|17781.1, Cplagiosum|17756.2, Cplagiosum|19548.1, Cplagiosum|18087.1, Cplagiosum|17704.1, Cplagiosum|18117.1, Cplagiosum|17670.1, Cplagiosum|17738.1, Cplagiosum|17689.1, Cplagiosum|20051.1, Cplagiosum|19573.1, Cplagiosum|17728.6, Cplagiosum|17812.1, Cplagiosum|18057.1, Cplagiosum|17841.1, Cplagiosum|17796.1, Cplagiosum|17681.1, Cplagiosum|18055.1, Cplagiosum|16144.1, Cplagiosum|17799.1, Cplagiosum|17668.1, Cplagiosum|16269.5, Cplagiosum|13767.2, Cplagiosum|18071.1, Cplagiosum|18079.1, Cplagiosum|17839.2, Cplagiosum|20124.1, Cplagiosum|4610.1, Cplagiosum|17807.1, Cplagiosum|18446.1, Cplagiosum|17801.1, Cplagiosum|14545.1, Cplagiosum|17720.1, Cplagiosum|17864.1, Cplagiosum|17739.1, Cplagiosum|17772.1, Cplagiosum|20271.1, Cplagiosum|21153.1, Cplagiosum|18965.1, Cplagiosum|19020.1, Cplagiosum|20417.1, Cplagiosum|20115.1, Cplagiosum|19282.1, Cplagiosum|20052.1, Cplagiosum|17686.2, Cplagiosum|17770.1, Cplagiosum|18066.1, Cplagiosum|18074.2, Cplagiosum|21307.1, Cplagiosum|11783.1, Cplagiosum|18067.2, Cplagiosum|17774.1, Cplagiosum|17749.1, Cplagiosum|18770.1, Cplagiosum|21393.1, Cplagiosum|17780.1, Cplagiosum|17775.1, Cplagiosum|17782.1, Cplagiosum|17760.1, Cplagiosum|11827.1, Cplagiosum|21160.1, Cplagiosum|19080.1, Cplagiosum|19854.2, Cplagiosum|20411.1, Cplagiosum|13856.1, Cplagiosum|20911.1, Cplagiosum|20540.1, Cplagiosum|21280.1, Cplagiosum|20737.1, Cplagiosum|17767.1, Cplagiosum|17664.1, Cplagiosum|20678.1, Cplagiosum|19647.1, Cplagiosum|17761.1, Cplagiosum|19622.4, Cplagiosum|17762.1, Cplagiosum|17754.1, Cplagiosum|17773.1, Cplagiosum|20803.1, Cplagiosum|17786.1, Cplagiosum|20816.1, Cplagiosum|8933.3, Cplagiosum|17766.2, Cplagiosum|17771.5, Cplagiosum|17769.1, Cplagiosum|17753.1, Cplagiosum|8065.1, Cplagiosum|20650.1, Cplagiosum|17751.1, Cplagiosum|17759.1, Cplagiosum|19884.1, Cplagiosum|19687.1, Cplagiosum|17765.1, Cplagiosum|18542.1, Cplagiosum|18550.1, Cplagiosum|20258.1, Cplagiosum|20964.1, Cplagiosum|21151.1, Cplagiosum|20907.1, Cplagiosum|20261.1, Cplagiosum|19869.1, Cplagiosum|20184.1, Cplagiosum|14096.4, Cplagiosum|18189.1, Cplagiosum|13159.2, Cplagiosum|18116.3, Cplagiosum|18103.1, Cplagiosum|17798.1, Cplagiosum|17722.1, Cplagiosum|18078.1, Cplagiosum|21366.1, Cplagiosum|14088.2, Cplagiosum|5955.3, Cplagiosum|9374.6, Cplagiosum|18110.1, Cplagiosum|18062.1, Cplagiosum|17691.2	Lerinacea|LE22890.1, Lerinacea|LE22584.1	Loculatus|27.3		Xentr10.7|14084.4
N0.HOG0000023				Loculatus|17251.1, Loculatus|17327.1, Loculatus|17328.1	Ggallus|576.1, Ggallus|554.1, Ggallus|559.1, Ggallus|579.1, Ggallus|573.1, Ggallus|256.2	Xentr10.7|14270.1, Xentr10.7|21982.1, Xentr10.7|22037.1, Xentr10.7|21809.1, Xentr10.7|14358.1, Xentr10.7|14340.1, Xentr10.7|14299.1, Xentr10.7|14319.1, Xentr10.7|14350.1, Xentr10.7|14257.1, Xentr10.7|14267.1, Xentr10.7|14324.1, Xentr10.7|14224.1, Xentr10.7|14335.1, Xentr10.7|14352.1
N0.HOG0000024		Cplagiosum|18519.1, Cplagiosum|18544.1, Cplagiosum|18562.1, Cplagiosum|18536.1, Cplagiosum|18943.1, Cplagiosum|18547.1, Cplagiosum|19499.1, Cplagiosum|18460.1, Cplagiosum|20290.1, Cplagiosum|18524.1, Cplagiosum|18564.1, Cplagiosum|19786.1, Cplagiosum|18566.1, Cplagiosum|18457.1, Cplagiosum|19157.1, Cplagiosum|18503.1, Cplagiosum|18491.1, Cplagiosum|18486.1, Cplagiosum|18516.1, Cplagiosum|18478.1, Cplagiosum|18826.1, Cplagiosum|18467.1, Cplagiosum|18534.1, Cplagiosum|18479.1	Lerinacea|LE06066.1, Lerinacea|LE10449.1, Lerinacea|LE06059.1, Lerinacea|LE06060.1, Lerinacea|LE06072.1			Xentr10.7|21782.1, Xentr10.7|21790.1, Xentr10.7|21803.1, Xentr10.7|21808.1, Xentr10.7|21813.1, Xentr10.7|21831.1, Xentr10.7|21891.1, Xentr10.7|21864.1, Xentr10.7|21925.1, Xentr10.7|21970.1, Xentr10.7|21819.1, Xentr10.7|22027.1, Xentr10.7|21972.1, Xentr10.7|21947.1, Xentr10.7|21930.1, Xentr10.7|21899.1, Xentr10.7|21836.1, Xentr10.7|21822.1, Xentr10.7|14255.1, Xentr10.7|14236.1, Xentr10.7|14307.1, Xentr10.7|22033.1, Xentr10.7|21977.1, Xentr10.7|21965.1, Xentr10.7|21960.1, Xentr10.7|21954.1, Xentr10.7|14227.1
N0.HOG0000025		Cplagiosum|18513.1, Cplagiosum|18545.1, Cplagiosum|19724.1, Cplagiosum|18463.1, Cplagiosum|19575.1, Cplagiosum|18528.1, Cplagiosum|20263.1, Cplagiosum|18884.1, Cplagiosum|18561.1, Cplagiosum|18567.1, Cplagiosum|20143.1, Cplagiosum|18557.1, Cplagiosum|2548.1, Cplagiosum|18559.1, Cplagiosum|4285.1, Cplagiosum|18520.1, Cplagiosum|18471.1	Lerinacea|LE07302.1, Lerinacea|LE07294.1, Lerinacea|LE05201.1, Lerinacea|LE23179.1, Lerinacea|LE23328.1, Lerinacea|LE05769.1, Lerinacea|LE20577.1, Lerinacea|LE05200.1, Lerinacea|LE09638.1, Lerinacea|LE23327.1, Lerinacea|LE04764.1, Lerinacea|LE28455.1, Lerinacea|LE30282.1, Lerinacea|LE23332.1, Lerinacea|LE04622.1, Lerinacea|LE30315.1, Lerinacea|LE30322.1, Lerinacea|LE02946.1, Lerinacea|LE10451.1, Lerinacea|LE24533.1, Lerinacea|LE19828.1, Lerinacea|LE05195.1, Lerinacea|LE07305.1, Lerinacea|LE28457.1, Lerinacea|LE20575.1, Lerinacea|LE23329.1			Xentr10.7|21990.1
N0.HOG0000026	Cmi|18964.1, Cmi|18971.1, Cmi|18952.1, Cmi|6207.1, Cmi|18485.1, Cmi|6208.1, Cmi|18081.1, Cmi|18078.1, Cmi|18086.1, Cmi|18091.1	Cplagiosum|20903.1, Cplagiosum|18533.1, Cplagiosum|18495.1	Lerinacea|LE21289.1, Lerinacea|LE21330.1, Lerinacea|LE14708.1, Lerinacea|LE14707.1, Lerinacea|LE21329.1, Lerinacea|LE12911.1, Lerinacea|LE05956.1, Lerinacea|LE25415.1, Lerinacea|LE29187.1, Lerinacea|LE25413.1	Loculatus|12804.1		
N0.HOG0000027		Cplagiosum|8148.1	Lerinacea|LE29346.1, Lerinacea|LE23746.1, Lerinacea|LE24858.1, Lerinacea|LE23678.1, Lerinacea|LE16609.1, Lerinacea|LE02931.1, Lerinacea|LE01812.1, Lerinacea|LE29027.1, Lerinacea|LE01365.1, Lerinacea|LE24493.1, Lerinacea|LE02656.1, Lerinacea|LE19853.1, Lerinacea|LE17104.1, Lerinacea|LE02082.1, Lerinacea|LE05078.1, Lerinacea|LE12778.1, Lerinacea|LE11585.1, Lerinacea|LE08288.1, Lerinacea|LE12065.1, Lerinacea|LE07955.1, Lerinacea|LE16911.1, Lerinacea|LE18005.1, Lerinacea|LE13166.1, Lerinacea|LE03957.1, Lerinacea|LE14022.1, Lerinacea|LE14631.1, Lerinacea|LE14387.1, Lerinacea|LE00591.1, Lerinacea|LE26504.1, Lerinacea|LE26367.1, Lerinacea|LE17862.1, Lerinacea|LE08203.1, Lerinacea|LE29875.1, Lerinacea|LE01951.1, Lerinacea|LE01546.1, Lerinacea|LE13999.1, Lerinacea|LE26633.1, Lerinacea|LE14257.1, Lerinacea|LE22914.1, Lerinacea|LE27613.1, Lerinacea|LE07599.1, Lerinacea|LE10675.1, Lerinacea|LE10554.1, Lerinacea|LE13821.1, Lerinacea|LE10067.1, Lerinacea|LE17516.1, Lerinacea|LE24865.1, Lerinacea|LE14250.1, Lerinacea|LE10299.1, Lerinacea|LE10343.1, Lerinacea|LE13188.1, Lerinacea|LE11989.1, Lerinacea|LE20861.1, Lerinacea|LE18978.1, Lerinacea|LE11056.1, Lerinacea|LE08138.1, Lerinacea|LE06048.1, Lerinacea|LE03635.1, Lerinacea|LE02009.1, Lerinacea|LE28942.1, Lerinacea|LE12853.1, Lerinacea|LE12362.1, Lerinacea|LE09501.1, Lerinacea|LE12606.1, Lerinacea|LE27617.1, Lerinacea|LE06301.1, Lerinacea|LE23651.1, Lerinacea|LE01004.1, Lerinacea|LE24237.1, Lerinacea|LE00638.1, Lerinacea|LE14277.1, Lerinacea|LE01257.1, Lerinacea|LE02338.1, Lerinacea|LE20525.1, Lerinacea|LE02755.1, Lerinacea|LE12380.1, Lerinacea|LE24076.1, Lerinacea|LE16996.1, Lerinacea|LE10002.1, Lerinacea|LE10045.1, Lerinacea|LE17684.1, Lerinacea|LE10936.1, Lerinacea|LE22519.1, Lerinacea|LE06425.1, Lerinacea|LE26828.1, Lerinacea|LE24559.1, Lerinacea|LE23747.1, Lerinacea|LE14215.1, Lerinacea|LE17656.1, Lerinacea|LE24772.1, Lerinacea|LE07866.1, Lerinacea|LE30181.1, Lerinacea|LE22956.1, Lerinacea|LE27547.1, Lerinacea|LE26674.1, Lerinacea|LE21093.1, Lerinacea|LE18152.1, Lerinacea|LE08432.1, Lerinacea|LE30442.1, Lerinacea|LE25087.1, Lerinacea|LE23084.1, Lerinacea|LE15373.1, Lerinacea|LE04178.1, Lerinacea|LE24937.1, Lerinacea|LE11085.1, Lerinacea|LE24949.1, Lerinacea|LE12470.1, Lerinacea|LE04162.1, Lerinacea|LE24952.1, Lerinacea|LE20736.1, Lerinacea|LE22983.1, Lerinacea|LE25181.1, Lerinacea|LE28408.1, Lerinacea|LE21997.1, Lerinacea|LE09817.1, Lerinacea|LE05681.1, Lerinacea|LE25903.1, Lerinacea|LE28409.1, Lerinacea|LE19447.1, Lerinacea|LE12307.1, Lerinacea|LE25222.1, Lerinacea|LE22178.1, Lerinacea|LE23201.1, Lerinacea|LE04666.1, Lerinacea|LE26934.1, Lerinacea|LE28410.1, Lerinacea|LE12296.1, Lerinacea|LE18988.1, Lerinacea|LE13174.1, Lerinacea|LE14161.1, Lerinacea|LE12083.1, Lerinacea|LE06595.1, Lerinacea|LE13947.1, Lerinacea|LE13106.1, Lerinacea|LE13434.1, Lerinacea|LE03063.1			
N0.HOG0000028			Lerinacea|LE09444.1, Lerinacea|LE07570.1, Lerinacea|LE12162.1, Lerinacea|LE26476.1, Lerinacea|LE01679.1, Lerinacea|LE29225.1, Lerinacea|LE13868.1, Lerinacea|LE02012.1, Lerinacea|LE28059.1, Lerinacea|LE06662.1, Lerinacea|LE12217.1, Lerinacea|LE29663.1, Lerinacea|LE25088.1, Lerinacea|LE03537.1, Lerinacea|LE22259.1, Lerinacea|LE09048.1, Lerinacea|LE03381.1, Lerinacea|LE29394.1, Lerinacea|LE13846.1, Lerinacea|LE08204.1, Lerinacea|LE18143.1, Lerinacea|LE17609.1, Lerinacea|LE13430.1, Lerinacea|LE04187.1, Lerinacea|LE02940.1, Lerinacea|LE26665.1, Lerinacea|LE29710.1, Lerinacea|LE01120.1, Lerinacea|LE03589.1, Lerinacea|LE20049.1, Lerinacea|LE06457.1, Lerinacea|LE14544.1, Lerinacea|LE15296.1, Lerinacea|LE09787.1, Lerinacea|LE19993.1, Lerinacea|LE26620.1, Lerinacea|LE08240.1, Lerinacea|LE13718.1, Lerinacea|LE16752.1, Lerinacea|LE17726.1, Lerinacea|LE16776.1, Lerinacea|LE27770.1, Lerinacea|LE10251.1, Lerinacea|LE23950.1, Lerinacea|LE17810.1, Lerinacea|LE26842.1, Lerinacea|LE27199.1, Lerinacea|LE17331.1, Lerinacea|LE19025.1, Lerinacea|LE20976.1, Lerinacea|LE20648.1, Lerinacea|LE27312.1, Lerinacea|LE09198.1, Lerinacea|LE25736.1, Lerinacea|LE05183.1, Lerinacea|LE27240.1, Lerinacea|LE12353.1, Lerinacea|LE12767.1, Lerinacea|LE03009.1, Lerinacea|LE19899.1, Lerinacea|LE22228.1, Lerinacea|LE19590.1, Lerinacea|LE06895.1, Lerinacea|LE10859.1, Lerinacea|LE09729.1, Lerinacea|LE14571.1, Lerinacea|LE09938.1, Lerinacea|LE01720.1, Lerinacea|LE13958.1, Lerinacea|LE12968.1, Lerinacea|LE13040.1, Lerinacea|LE02006.1, Lerinacea|LE27088.1, Lerinacea|LE12611.1, Lerinacea|LE06896.1, Lerinacea|LE11155.1, Lerinacea|LE28787.1, Lerinacea|LE00994.1, Lerinacea|LE25317.1, Lerinacea|LE18403.1, Lerinacea|LE29815.1, Lerinacea|LE18642.1, Lerinacea|LE19818.1, Lerinacea|LE22795.1, Lerinacea|LE18067.1, Lerinacea|LE28360.1, Lerinacea|LE12878.1, Lerinacea|LE27817.1, Lerinacea|LE28953.1, Lerinacea|LE23883.1, Lerinacea|LE08824.1, Lerinacea|LE12850.1, Lerinacea|LE11592.1, Lerinacea|LE24444.1, Lerinacea|LE17817.1, Lerinacea|LE10315.1, Lerinacea|LE13403.1, Lerinacea|LE14990.1, Lerinacea|LE13245.1, Lerinacea|LE07640.1, Lerinacea|LE16718.1, Lerinacea|LE12159.1, Lerinacea|LE14012.1, Lerinacea|LE12461.1, Lerinacea|LE26854.1, Lerinacea|LE19919.1, Lerinacea|LE26937.1, Lerinacea|LE27551.1, Lerinacea|LE19635.1, Lerinacea|LE29454.1, Lerinacea|LE23283.1, Lerinacea|LE25450.1, Lerinacea|LE26347.1, Lerinacea|LE30275.1, Lerinacea|LE20584.1, Lerinacea|LE26714.1, Lerinacea|LE10124.1, Lerinacea|LE15437.1, Lerinacea|LE30061.1, Lerinacea|LE17378.1, Lerinacea|LE24892.1, Lerinacea|LE25332.1, Lerinacea|LE02077.1, Lerinacea|LE23881.1, Lerinacea|LE08994.1, Lerinacea|LE14538.1, Lerinacea|LE11310.1, Lerinacea|LE00627.1, Lerinacea|LE15087.1, Lerinacea|LE10361.1, Lerinacea|LE13239.1, Lerinacea|LE02729.1			
N0.HOG0000029						Xentr10.7|23791.1, Xentr10.7|23743.1, Xentr10.7|3235.1, Xentr10.7|3230.1, Xentr10.7|3250.1, Xentr10.7|3234.1, Xentr10.7|3242.1, Xentr10.7|3237.1, Xentr10.7|3251.1, Xentr10.7|3210.1, Xentr10.7|3236.1, Xentr10.7|3239.1, Xentr10.7|284.1, Xentr10.7|4634.1, Xentr10.7|4635.1, Xentr10.7|22526.1, Xentr10.7|9135.1, Xentr10.7|23531.1, Xentr10.7|21734.1, Xentr10.7|24812.1, Xentr10.7|6119.1, Xentr10.7|22669.1, Xentr10.7|22670.1, Xentr10.7|22496.1, Xentr10.7|22495.1, Xentr10.7|19832.1, Xentr10.7|9012.1, Xentr10.7|9011.1, Xentr10.7|9179.1, Xentr10.7|9211.1, Xentr10.7|14135.1, Xentr10.7|9180.1, Xentr10.7|198.1, Xentr10.7|202.1, Xentr10.7|3253.1, Xentr10.7|14216.1, Xentr10.7|14243.1, Xentr10.7|21798.1, Xentr10.7|14239.1, Xentr10.7|14212.1, Xentr10.7|14196.1, Xentr10.7|14247.1, Xentr10.7|14249.1, Xentr10.7|14193.1, Xentr10.7|14207.1, Xentr10.7|6187.1, Xentr10.7|6188.1, Xentr10.7|6189.1, Xentr10.7|6190.1, Xentr10.7|3249.1, Xentr10.7|21993.1, Xentr10.7|21992.1, Xentr10.7|21991.1, Xentr10.7|21917.1, Xentr10.7|21994.1, Xentr10.7|21916.1, Xentr10.7|21777.1, Xentr10.7|23790.1, Xentr10.7|21422.1, Xentr10.7|21423.1, Xentr10.7|3252.1, Xentr10.7|3244.1, Xentr10.7|24867.1, Xentr10.7|24866.1, Xentr10.7|21731.1, Xentr10.7|3285.1, Xentr10.7|3224.1, Xentr10.7|14244.1, Xentr10.7|14415.1, Xentr10.7|14414.1, Xentr10.7|21521.1, Xentr10.7|21522.1, Xentr10.7|21516.1, Xentr10.7|23751.1, Xentr10.7|21523.1, Xentr10.7|21543.1, Xentr10.7|21544.1, Xentr10.7|21580.1, Xentr10.7|21579.1, Xentr10.7|21582.1, Xentr10.7|21578.1, Xentr10.7|21584.1, Xentr10.7|21581.1, Xentr10.7|21549.1, Xentr10.7|21445.1, Xentr10.7|23745.1, Xentr10.7|23744.1, Xentr10.7|21517.1, Xentr10.7|21511.1, Xentr10.7|21509.1, Xentr10.7|21548.1, Xentr10.7|9169.1, Xentr10.7|21736.1, Xentr10.7|21625.1, Xentr10.7|23755.1, Xentr10.7|24863.1, Xentr10.7|24864.1, Xentr10.7|24865.1, Xentr10.7|3212.1, Xentr10.7|3361.1, Xentr10.7|3363.1, Xentr10.7|23753.1, Xentr10.7|23715.1, Xentr10.7|23760.1, Xentr10.7|20803.1, Xentr10.7|3222.1, Xentr10.7|23750.1, Xentr10.7|3245.1, Xentr10.7|3216.1, Xentr10.7|3218.1, Xentr10.7|3214.1, Xentr10.7|3248.1, Xentr10.7|3282.1, Xentr10.7|3284.1, Xentr10.7|3281.1, Xentr10.7|3286.1, Xentr10.7|3283.1, Xentr10.7|3215.1, Xentr10.7|3213.1, Xentr10.7|3280.1, Xentr10.7|23758.1, Xentr10.7|3277.1, Xentr10.7|3246.1, Xentr10.7|3219.1, Xentr10.7|3279.1, Xentr10.7|23754.1, Xentr10.7|3211.1, Xentr10.7|3221.1, Xentr10.7|3223.1
N0.HOG0000030	Cmi|17407.1, Cmi|17358.1			Loculatus|7282.1		Xentr10.7|13798.5, Xentr10.7|22063.2, Xentr10.7|13799.4
N0.HOG0000031	Cmi|17795.1, Cmi|19217.1, Cmi|18812.1, Cmi|18833.1, Cmi|19644.1, Cmi|18586.1, Cmi|19220.1, Cmi|17784.1, Cmi|18579.1, Cmi|17785.1, Cmi|19573.1, Cmi|19842.1, Cmi|19218.1, Cmi|19841.1, Cmi|18195.1	Cplagiosum|20447.1, Cplagiosum|19616.1, Cplagiosum|19690.1	Lerinacea|LE16566.1, Lerinacea|LE27842.1, Lerinacea|LE16093.1	Loculatus|5003.1, Loculatus|18568.1, Loculatus|18060.1, Loculatus|4941.1, Loculatus|4938.1, Loculatus|4937.1, Loculatus|4936.1, Loculatus|4934.1, Loculatus|4940.1, Loculatus|18580.1, Loculatus|18530.1, Loculatus|18578.1		
N0.HOG0000032	Cmi|17365.1			Loculatus|5612.2		
N0.HOG0000033	Cmi|18324.1, Cmi|19213.1, Cmi|19851.1, Cmi|18028.1, Cmi|18725.1, Cmi|19405.1, Cmi|18183.1, Cmi|18677.1, Cmi|18726.1, Cmi|17792.1, Cmi|19370.1, Cmi|18512.1, Cmi|17121.1, Cmi|17930.1, Cmi|18200.1, Cmi|18831.1, Cmi|19374.1, Cmi|19634.1, Cmi|18202.1, Cmi|18203.1, Cmi|18511.1, Cmi|18513.1, Cmi|17875.1, Cmi|19847.1, Cmi|17790.1, Cmi|17789.1, Cmi|17793.1, Cmi|18515.1, Cmi|17415.1, Cmi|17788.1, Cmi|17791.1, Cmi|17794.1, Cmi|17783.1, Cmi|18514.1, Cmi|19643.1, Cmi|19696.1, Cmi|19574.1, Cmi|19665.1, Cmi|19697.1, Cmi|18517.1, Cmi|18198.1, Cmi|18516.1, Cmi|19163.1, Cmi|18196.1, Cmi|19772.1, Cmi|18588.1, Cmi|19355.1, Cmi|18199.1, Cmi|19219.1, Cmi|18201.1, Cmi|17330.1, Cmi|17329.1, Cmi|17338.1, Cmi|17320.1, Cmi|17414.1, Cmi|17413.1, Cmi|17303.1, Cmi|17318.1, Cmi|17322.1, Cmi|17416.1, Cmi|17412.1, Cmi|17417.1, Cmi|17410.1, Cmi|17409.2, Cmi|17419.1, Cmi|17418.3, Cmi|17420.1, Cmi|17408.1, Cmi|17372.1, Cmi|17411.1, Cmi|10068.1, Cmi|10067.1		Lerinacea|LE05884.1	Loculatus|5618.1, Loculatus|9992.1, Loculatus|10436.1, Loculatus|2330.4, Loculatus|2190.1, Loculatus|8814.1, Loculatus|4935.1, Loculatus|4933.1		
N0.HOG0000034						Xentr10.7|22427.1, Xentr10.7|22395.1, Xentr10.7|22325.1, Xentr10.7|22323.1, Xentr10.7|22320.1, Xentr10.7|22316.1, Xentr10.7|22324.1, Xentr10.7|22322.1, Xentr10.7|22321.1, Xentr10.7|22326.1, Xentr10.7|11425.1, Xentr10.7|22330.1, Xentr10.7|22319.1, Xentr10.7|22328.1, Xentr10.7|11420.1, Xentr10.7|11421.1, Xentr10.7|11422.1, Xentr10.7|11424.2, Xentr10.7|22327.1, Xentr10.7|22257.1, Xentr10.7|22258.1, Xentr10.7|22253.1, Xentr10.7|22254.1, Xentr10.7|22252.1, Xentr10.7|22256.1, Xentr10.7|11419.1, Xentr10.7|22302.1, Xentr10.7|22297.1, Xentr10.7|22293.1, Xentr10.7|22298.1, Xentr10.7|22296.1, Xentr10.7|22299.1, Xentr10.7|22294.1, Xentr10.7|22295.1, Xentr10.7|22284.1, Xentr10.7|22301.1, Xentr10.7|22303.1, Xentr10.7|22271.1, Xentr10.7|22307.1, Xentr10.7|22314.1, Xentr10.7|22310.1, Xentr10.7|22313.1, Xentr10.7|22312.1, Xentr10.7|22311.1, Xentr10.7|22304.1, Xentr10.7|22309.1, Xentr10.7|22255.1, Xentr10.7|22270.1, Xentr10.7|22286.1, Xentr10.7|22288.1, Xentr10.7|22289.1, Xentr10.7|22290.1, Xentr10.7|22287.1, Xentr10.7|22285.1, Xentr10.7|22291.1, Xentr10.7|22283.1, Xentr10.7|22259.1, Xentr10.7|22300.1, Xentr10.7|22277.1, Xentr10.7|22268.1, Xentr10.7|22279.1, Xentr10.7|22278.1, Xentr10.7|22292.1, Xentr10.7|22282.1, Xentr10.7|22269.1, Xentr10.7|22263.1, Xentr10.7|22264.1, Xentr10.7|22262.1, Xentr10.7|22261.1, Xentr10.7|22265.1, Xentr10.7|22266.1, Xentr10.7|22273.1, Xentr10.7|22275.1, Xentr10.7|22260.1, Xentr10.7|22274.1, Xentr10.7|22272.1, Xentr10.7|22276.1, Xentr10.7|22267.1, Xentr10.7|22308.1, Xentr10.7|22306.1, Xentr10.7|22305.1, Xentr10.7|22315.1, Xentr10.7|22419.1, Xentr10.7|22407.1, Xentr10.7|22425.1, Xentr10.7|22410.1, Xentr10.7|22392.1, Xentr10.7|22413.1, Xentr10.7|22397.1, Xentr10.7|22400.1, Xentr10.7|22394.1, Xentr10.7|22398.1, Xentr10.7|22390.1, Xentr10.7|22393.1, Xentr10.7|22417.1, Xentr10.7|22415.1, Xentr10.7|22411.1, Xentr10.7|22405.1, Xentr10.7|22406.1, Xentr10.7|22408.1, Xentr10.7|22414.1, Xentr10.7|22412.1, Xentr10.7|22422.1, Xentr10.7|22391.1, Xentr10.7|22403.1, Xentr10.7|22401.1, Xentr10.7|22421.1, Xentr10.7|22420.1, Xentr10.7|22404.1, Xentr10.7|22399.1, Xentr10.7|22402.1, Xentr10.7|22418.1, Xentr10.7|22409.1, Xentr10.7|22428.1, Xentr10.7|22416.1, Xentr10.7|22424.1, Xentr10.7|22389.1, Xentr10.7|22430.1, Xentr10.7|22426.1, Xentr10.7|22396.1, Xentr10.7|22431.1, Xentr10.7|22423.1
