Orthogroup	Cmi	Cpl	Ler	Loc	Gga	Xtr
N0.HOG0000236		Cpl08	Ler39	Loc06	Gga36	Xtr09
N0.HOG0000237			Ler15, Ler01, Ler05, Ler10, Ler47, Ler12, Ler03, Ler04, Ler24, Ler06, Ler13, Ler14, Ler20, Ler11, Ler07, Ler29, Ler02, Ler09, Ler17			
N0.HOG0000238						Xtr07, Xtr06, Xtr08, Xtr03, Xtr09, Xtr04, Xtr02, Xtr05, Xtr01
N0.HOG0000239	Cmi11	Cpl13	Ler14			
N0.HOG0000240		Cpl38, Cpl50				
N0.HOG0000241					Gga16, Gga01	
N0.HOG0000242					Gga07, GgaZ, Gga01, Gga02	
N0.HOG0000243					Gga25	Xtr01, Xtr08
N0.HOG0000244	Cmi09	Cpl10, Cpl43, Cpl13, Cpl47	Ler27, Ler09, Ler14, Ler06	Loc04		Xtr02
N0.HOG0000245	Cmi16	CplSca	Ler20	Loc13	Gga01	Xtr09
N0.HOG0000246	Cmi16		Ler20	Loc13	Gga14	Xtr09
N0.HOG0000247			Ler01, Ler14, Ler05, Ler21, Ler11, Ler07, Ler04, Ler08, Ler02, Ler03, Ler34, Ler09, Ler19, Ler06	LocSca		
N0.HOG0000248		Cpl05, Cpl09, Cpl13	Ler01, Ler05, Ler10, Ler36, Ler18, Ler22, Ler04, Ler03, Ler24, Ler06, Ler13, Ler14, Ler20, Ler07, Ler26, Ler39, Ler37, Ler30, Ler17, Ler19			Xtr02, Xtr06, Xtr01
N0.HOG0000249			Ler15, Ler01, Ler05, Ler33, Ler12, Ler22, Ler04, Ler06, Ler14, Ler21, Ler11, Ler23, Ler16, Ler02, Ler32, Ler09, Ler19		Gga10	
N0.HOG0000250			Ler01, Ler14, Ler05, Ler10, Ler11, Ler16, Ler26, Ler02, Ler12, Ler03, Ler18, Ler04, Ler30, Ler21, Ler06			
N0.HOG0000251	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr02
N0.HOG0000252	Cmi05	Cpl23	Ler22	Loc08	Gga01	Xtr03
N0.HOG0000253	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr02
N0.HOG0000254	Cmi05	Cpl23	Ler22	Loc08		Xtr03
N0.HOG0000255	Cmi19			Loc03	Gga26	Xtr02
N0.HOG0000256	Cmi05	Cpl23	Ler22		Gga01	Xtr03
N0.HOG0000257	Cmi17	Cpl16		Loc27	Gga05	Xtr04
N0.HOG0000258		Cpl02		Loc03, Loc14, Loc02		
N0.HOG0000259			Ler28, Ler01, Ler05, Ler07, Ler29, Ler25, Ler23, Ler08, Ler02, Ler12, Ler03, Ler04, Ler09, Ler24, Ler06			
N0.HOG0000260						Xtr06, Xtr08, Xtr09, Xtr04, Xtr01, Xtr02, Xtr05, Xtr07
N0.HOG0000261						Xtr06, Xtr09
N0.HOG0000262	CmiSca	Cpl44	LerSca	Loc24		
N0.HOG0000263			Ler28, Ler01, Ler05, Ler10, Ler47, Ler08, Ler12, Ler22, Ler03, Ler04, Ler24, Ler44, Ler06, Ler13, Ler14, Ler31, Ler27, Ler11, Ler07, Ler29, Ler16, Ler35, Ler02, Ler34, Ler19			
N0.HOG0000264			Ler01, Ler05, Ler33, Ler38, Ler12, Ler04, Ler03, Ler24, Ler06, Ler13, Ler11, Ler02, Ler32, Ler34, Ler09, Ler17			
N0.HOG0000265	Cmi17	Cpl16	Ler18		Gga05	Xtr08, Xtr04
N0.HOG0000266					Gga37	
N0.HOG0000267	Cmi01	Cpl32, Cpl02	Ler03, Ler01	Loc04	Gga04	Xtr01
N0.HOG0000268			Ler01	Loc04		
N0.HOG0000269	Cmi01	Cpl01	Ler01	Loc23, Loc04	Gga04	Xtr01
N0.HOG0000270	Cmi04, Cmi15	Cpl06, Cpl15	Ler12, Ler06	Loc17, Loc07	Gga04, Gga01	Xtr02, Xtr08
N0.HOG0000271				Loc17	Gga01	Xtr02
N0.HOG0000272	Cmi15	Cpl15	Ler12		Gga04	Xtr08
N0.HOG0000273	Cmi04	Cpl06	Ler06	Loc07		
N0.HOG0000274	Cmi11	Cpl13	Ler14		Gga09	
N0.HOG0000275	Cmi11	Cpl13	Ler14	Loc14	Gga09	
N0.HOG0000276	Cmi05	Cpl49, Cpl11, Cpl25				Xtr01
N0.HOG0000277		Cpl31	Ler15, Ler01, Ler05, Ler33, Ler47, Ler08, Ler38, Ler04, Ler24, Ler06, Ler14, Ler20, Ler46, Ler29, Ler16, Ler42, Ler02, Ler32, Ler41, Ler30, Ler17, Ler19	Loc19		
N0.HOG0000278			Ler11			
N0.HOG0000279						Xtr06, Xtr08, Xtr03, Xtr04, Xtr09, Xtr01, Xtr02, Xtr10, Xtr05, Xtr07
N0.HOG0000280	Cmi05	Cpl18	Ler17, Ler15, Ler13, Ler20, Ler27, Ler16, Ler02, Ler03, Ler04, Ler09, Ler24			Xtr01
N0.HOG0000281	Cmi03	Cpl10, Cpl03	Ler01, Ler32, Ler03, Ler05, Ler04, Ler07, Ler06	Loc01	Gga03	Xtr05
N0.HOG0000282	Cmi27		LerSca	Loc04	Gga34	Xtr02
N0.HOG0000283	Cmi05, Cmi10	Cpl23, Cpl28	Ler28, Ler22		Gga01	Xtr02, Xtr06, Xtr01, Xtr05
N0.HOG0000284	Cmi06		Ler07, Ler25		Gga07	
N0.HOG0000285			LerSca	Loc12		
N0.HOG0000286			Ler15, Ler20, Ler14, Ler05, Ler10, Ler07, Ler04, Ler16, Ler26, Ler02, Ler18, Ler03, Ler09, Ler30			Xtr09
N0.HOG0000287	Cmi08	Cpl44, Cpl33, Cpl49		Loc08		Xtr05
N0.HOG0000288	Cmi17	Cpl16	Ler18	Loc27	Gga05	Xtr04
N0.HOG0000289	Cmi17	Cpl16	Ler18	Loc27	Gga05	Xtr04
N0.HOG0000290	Cmi23	Cpl33	Ler27	Loc15	GgaZ	
N0.HOG0000291		Cpl47	LerSca	Loc26	Gga01	Xtr07
N0.HOG0000292	CmiSca	CplSca				Xtr07
N0.HOG0000293	CmiSca					Xtr07
N0.HOG0000294					Gga01, Gga27	
N0.HOG0000295					Gga04, Gga01	Xtr07, Xtr06, Xtr08, Xtr09, Xtr04, Xtr02, Xtr10, Xtr05, Xtr01
N0.HOG0000296			LerSca	Loc11, Loc09, Loc05, Loc01	Gga31	Xtr07
N0.HOG0000297			LerSca	Loc11		Xtr07
N0.HOG0000298				Loc09, Loc05		
N0.HOG0000299			LerSca	LocSca		
N0.HOG0000300			Ler35			
N0.HOG0000301					Gga34	
N0.HOG0000302			Ler01, Ler13, Ler20, Ler05, Ler07, Ler10, Ler04, Ler08, Ler02, Ler12, Ler03, Ler09			
N0.HOG0000303			Ler01, Ler05, Ler10, Ler08, Ler12, Ler22, Ler04, Ler06, Ler13, Ler14, Ler27, Ler11, Ler23, Ler25, Ler02, Ler09			
N0.HOG0000304				Loc03		
N0.HOG0000305						Xtr06, Xtr09
N0.HOG0000306						Xtr06, Xtr07
N0.HOG0000307	CmiSca	Cpl43	Ler40	Loc04	Gga34	Xtr02
N0.HOG0000308	Cmi27	Cpl05	Ler02, Ler07			
N0.HOG0000309	Cmi02			Loc09	Gga02	Xtr06
N0.HOG0000310	Cmi23	Cpl33	Ler27	Loc15	Gga27	Xtr10
N0.HOG0000311	Cmi06	Cpl07		Loc12	Gga07	Xtr09
N0.HOG0000312	Cmi05	Cpl11	Ler28, Ler01, Ler14, Ler31, Ler05, Ler27, Ler10, Ler18, Ler04, Ler08, Ler02, Ler12, Ler22, Ler03, Ler09			
N0.HOG0000313	Cmi18	CplSca	LerSca	Loc24	Gga31	Xtr07
N0.HOG0000314	CmiSca	Cpl39, Cpl14, Cpl36	Ler33, Ler17	Loc03, Loc01		Xtr01
N0.HOG0000315					Gga05, Gga10, Gga17, Gga27	Xtr01, Xtr07, Xtr08, Xtr04
N0.HOG0000316					Gga02	
N0.HOG0000317			Ler01, Ler13, Ler20, Ler05, Ler04, Ler08, Ler02, Ler12, Ler18, Ler03, Ler34, Ler09, Ler17, Ler06			
N0.HOG0000318		CplSca				
N0.HOG0000319	Cmi11	Cpl13	Ler14	Loc14		
N0.HOG0000320	CmiSca	Cpl48	LerSca	Loc02		
N0.HOG0000321		CplSca		Loc03		Xtr07
N0.HOG0000322	CmiSca	CplSca		Loc03, Loc24	GgaSca	Xtr07
N0.HOG0000323		Cpl07	LerSca	Loc12		Xtr09
N0.HOG0000324	Cmi27	Cpl43	Ler40	Loc04	Gga34	Xtr02
N0.HOG0000325	CmiSca	Cpl44, Cpl08, Cpl11	Ler50			
N0.HOG0000326	CmiSca			Loc08, Loc05		Xtr09
N0.HOG0000327					GgaZ	
N0.HOG0000328						Xtr08
N0.HOG0000329	Cmi25	Cpl35	Ler32	Loc24	Gga24	Xtr07
N0.HOG0000330	Cmi10	Cpl27				
N0.HOG0000331		Cpl10	Ler09		Gga05	Xtr08
N0.HOG0000332	Cmi30	Cpl37	Ler36	Loc18		Xtr08, Xtr04
N0.HOG0000333	Cmi15	Cpl15, Cpl20	Ler12	Loc07	Gga04	Xtr08
N0.HOG0000334		Cpl20	Ler01, Ler05, Ler11, Ler02, Ler08, Ler12, Ler30, Ler18, Ler04, Ler09, Ler24, Ler21, Ler06			
N0.HOG0000335				LocSca	Gga16	
N0.HOG0000336					Gga04	
N0.HOG0000337			Ler15, Ler01, Ler05, Ler10, Ler08, Ler38, Ler22, Ler13, Ler20, Ler14, Ler11, Ler25, Ler16, Ler45, Ler32, Ler34, Ler17, Ler19			
N0.HOG0000338			Ler13, Ler01, Ler10, Ler11, Ler24, Ler47, Ler02, Ler08, Ler12, Ler30, Ler22, Ler03, Ler09, Ler17, Ler06			
N0.HOG0000339			Ler28, Ler15, Ler01, Ler05, Ler10, Ler08, Ler04, Ler03, Ler06, Ler13, Ler07, Ler11, Ler25, Ler16, Ler02, Ler30, Ler09, Ler21			
N0.HOG0000340						Xtr08
N0.HOG0000341		Cpl06		Loc03	Gga01	Xtr02
N0.HOG0000342		CplSca	Ler15	LocSca		
N0.HOG0000343			Ler50			
N0.HOG0000344		CplSca		LocSca	Gga01, Gga31	Xtr06, Xtr03, Xtr09
N0.HOG0000345		Cpl44				Xtr06
N0.HOG0000346			Ler13, Ler20, Ler27, Ler23, Ler18, Ler35, Ler26, Ler38, Ler37, Ler22, Ler34, Ler09, Ler17			
N0.HOG0000347			Ler01, Ler14, Ler27, Ler07, Ler25, Ler11, Ler35, Ler08, Ler02, Ler04, Ler06			
N0.HOG0000348	Cmi01			Loc25		Xtr09
N0.HOG0000349	Cmi03	Cpl03		Loc01		
N0.HOG0000350	Cmi03	Cpl03	Ler05	Loc01	Gga03	Xtr05
N0.HOG0000351	Cmi03	Cpl03	Ler05	Loc01		
N0.HOG0000352	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0000353	Cmi04	Cpl06	Ler06	LocSca	Gga01	Xtr02
N0.HOG0000354	Cmi04	CplSca		Loc06, Loc17	Gga01	Xtr02
N0.HOG0000355	Cmi03	Cpl03		Loc01		
N0.HOG0000356	Cmi10	Cpl27	Ler26	Loc06	Gga23	Xtr02
N0.HOG0000357	Cmi31	Cpl39	Ler37			Xtr07
N0.HOG0000358		Cpl39		Loc08		Xtr07
N0.HOG0000359	Cmi31, Cmi04	Cpl39	Ler01, Ler37			Xtr07
N0.HOG0000360	Cmi06, Cmi17	Cpl27, Cpl16, Cpl35, Cpl39, Cpl19	Ler03, Ler37, Ler18		Gga05	Xtr04
N0.HOG0000361	Cmi08	Cpl25	Ler25	Loc20, Loc16, Loc01		Xtr01
N0.HOG0000362	Cmi11	Cpl39, Cpl13	Ler14	Loc03, Loc22, Loc04		
N0.HOG0000363	Cmi16	Cpl21	Ler20		Gga14	Xtr09
N0.HOG0000364	Cmi31, Cmi16	Cpl21	Ler37			
N0.HOG0000365		Cpl39	Ler37		Gga01	Xtr04
N0.HOG0000366		Cpl21		Loc13	Gga14	Xtr09
N0.HOG0000367		Cpl07, Cpl17	Ler15, Ler01, Ler20, Ler14, Ler27, Ler04, Ler02, Ler12, Ler03, Ler17, Ler06	Loc06		Xtr08
N0.HOG0000368					Gga04, Gga13, Gga01, Gga02, GgaW, Gga08, GgaZ	
N0.HOG0000369					Gga12, Gga34	
N0.HOG0000370					Gga20, Gga31	
N0.HOG0000371			Ler15, Ler01, Ler13, Ler31, Ler20, Ler05, Ler10, Ler25, Ler04, Ler12, Ler30, Ler03, Ler09, Ler24			
N0.HOG0000372			Ler01, Ler08, Ler18, Ler03, Ler04, Ler06, Ler13, Ler14, Ler27, Ler11, Ler16, Ler35, Ler02, Ler40, Ler09, Ler17, Ler21			
N0.HOG0000373				Loc01		
N0.HOG0000374						Xtr03
N0.HOG0000375	Cmi23	Cpl05	Ler02	Loc09, Loc15	Gga27, Gga02	Xtr10
N0.HOG0000376	Cmi02	Cpl05	Ler02, Ler16	Loc09	Gga02	
N0.HOG0000377	Cmi06		Ler07		Gga07	Xtr09
N0.HOG0000378	Cmi23, Cmi02	Cpl33, Cpl05	Ler27, Ler02	Loc09	Gga02	Xtr06
N0.HOG0000379	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03, Xtr10, Xtr08, Xtr04
N0.HOG0000380	Cmi13	Cpl14	Ler11, Ler07, Ler08, Ler32	Loc26		Xtr03
N0.HOG0000381		Cpl02, Cpl16	Ler18			Xtr04
N0.HOG0000382	Cmi17	Cpl16	Ler18	Loc27	Gga05	Xtr04
N0.HOG0000383						Xtr02
N0.HOG0000384		Cpl26			Gga26	
N0.HOG0000385	Cmi19	Cpl26	Ler24	Loc03	Gga26	
N0.HOG0000386	CmiSca	Cpl28	Ler28, Ler05		Gga01	Xtr06, Xtr04
N0.HOG0000387		Cpl37	LerSca	LocSca		
N0.HOG0000388		Cpl46, Cpl41	Ler34	Loc07		
N0.HOG0000389				Loc03		
N0.HOG0000390						Xtr07, Xtr08
N0.HOG0000391	Cmi01					
N0.HOG0000392						Xtr07
N0.HOG0000393		Cpl01	Ler01	Loc02	Gga04	
N0.HOG0000394		Cpl27	Ler03, Ler26, Ler23	Loc06		
N0.HOG0000395		Cpl37	LerSca	Loc24		
N0.HOG0000396				Loc24, Loc06		
N0.HOG0000397	Cmi02	Cpl05, Cpl48	Ler15, Ler20, Ler05, Ler10, Ler07, Ler35, Ler02, Ler30, Ler04, Ler17	Loc02		Xtr03
N0.HOG0000398	Cmi23	Cpl31	Ler27	Loc15	Gga27	Xtr10
N0.HOG0000399	Cmi02	Cpl05	Ler02	Loc09	Gga02	Xtr06
N0.HOG0000400	Cmi06	Cpl07	Ler07	Loc12, Loc02	Gga07, GgaZ	Xtr01, Xtr09
N0.HOG0000401	Cmi31, Cmi14	Cpl48, Cpl36	Ler39		Gga10	Xtr03
N0.HOG0000402					Gga18	Xtr10
N0.HOG0000403	Cmi20	Cpl24	Ler23	Loc10		
N0.HOG0000404	Cmi20	Cpl24	Ler23	Loc10		
N0.HOG0000405	Cmi16	Cpl21	Ler20	Loc13	Gga14	
N0.HOG0000406		Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0000407		Cpl21		Loc13	Gga14	Xtr09
N0.HOG0000408		Cpl21	Ler01, Ler05, Ler10, Ler18, Ler22, Ler03, Ler13, Ler20, Ler14, Ler07, Ler23, Ler11, Ler16, Ler26, Ler09, Ler21			
N0.HOG0000409		Cpl49		Loc24, Loc09, Loc02	Gga17	Xtr09
N0.HOG0000410		CplSca	LerSca	Loc24	Gga01	Xtr07
N0.HOG0000411			Ler01, Ler05, Ler10, Ler04, Ler16, Ler02, Ler08, Ler12, Ler03, Ler17			
N0.HOG0000412			Ler28, Ler15, Ler01, Ler11, Ler29, Ler23, Ler07, Ler16, Ler12, Ler30, Ler04, Ler06			
N0.HOG0000413						Xtr08, Xtr03, Xtr09
N0.HOG0000414						Xtr09
N0.HOG0000415	Cmi02	Cpl29	Ler02	Loc09	Gga02	Xtr06
N0.HOG0000416	Cmi02	Cpl04	Ler04	Loc09		
N0.HOG0000417	Cmi02	Cpl04	Ler04	Loc09		Xtr06
N0.HOG0000418	Cmi02	Cpl29	Ler02	Loc09	Gga02	Xtr06
N0.HOG0000419		Cpl11	Ler10			
N0.HOG0000420				Loc10	Gga08	Xtr04
N0.HOG0000421		CplSca	LerSca	LocSca		
N0.HOG0000422		Cpl11	Ler10	Loc10, Loc05		
N0.HOG0000423	Cmi06	Cpl07	Ler07	Loc12	Gga07	
N0.HOG0000424	Cmi16				Gga03	Xtr05
N0.HOG0000425					Gga18	Xtr01
N0.HOG0000426	Cmi19	Cpl26	Ler24	Loc03		
N0.HOG0000427	Cmi19	Cpl26		Loc03, Loc09		
N0.HOG0000428		Cpl26	Ler24	Loc03, Loc06		
N0.HOG0000429	CmiSca	Cpl46	Ler34	Loc07		Xtr07, Xtr01
N0.HOG0000430		Cpl46	Ler14	Loc11		
N0.HOG0000431		Cpl46		Loc11, Loc02	GgaSca	
N0.HOG0000432		Cpl13		Loc24, Loc09, Loc26, Loc15	Gga05	Xtr02, Xtr07
N0.HOG0000433			Ler38	Loc02		Xtr10
N0.HOG0000434		Cpl41	Ler38	Loc10	Gga06	Xtr08
N0.HOG0000435			Ler28, Ler01, Ler05, Ler10, Ler07, Ler35, Ler43, Ler03			
N0.HOG0000436			Ler01, Ler13, Ler14, Ler05, Ler10, Ler11, Ler25, Ler23, Ler08, Ler02, Ler12, Ler04, Ler09, Ler21, Ler06			
N0.HOG0000437				Loc28		Xtr02, Xtr06, Xtr08, Xtr05, Xtr07, Xtr03
N0.HOG0000438				Loc03		
N0.HOG0000439						Xtr07, Xtr01, Xtr08
N0.HOG0000440						Xtr07, Xtr06, Xtr08, Xtr03, Xtr09, Xtr04, Xtr02, Xtr10, Xtr05, Xtr01
N0.HOG0000441						Xtr06, Xtr07, Xtr08
N0.HOG0000442	Cmi02	Cpl29, Cpl41	Ler01, Ler20, Ler07, Ler26, Ler02, Ler38, Ler30, Ler40, Ler04, Ler09	Loc09, Loc15	Gga02	Xtr06
N0.HOG0000443	Cmi23	Cpl33, Cpl16	Ler27	Loc15	Gga27	Xtr10
N0.HOG0000444	Cmi06			Loc12	Gga07	Xtr09
N0.HOG0000445	Cmi05	Cpl23	Ler22	Loc08	Gga01	
N0.HOG0000446		Cpl05	Ler02	Loc09	Gga02	Xtr06
N0.HOG0000447	Cmi08	CplSca		Loc20, Loc12, Loc24, Loc14	Gga07, Gga14, Gga15	Xtr07, Xtr01, Xtr09
N0.HOG0000448		CplSca		Loc02	Gga01, Gga38	Xtr07, Xtr08
N0.HOG0000449	Cmi11	Cpl13		Loc14	Gga09	Xtr05
N0.HOG0000450	Cmi11		Ler14	Loc14	Gga09	Xtr05
N0.HOG0000451	Cmi11	Cpl13		Loc14	Gga09	Xtr05
N0.HOG0000452		Cpl13	Ler14	Loc14	Gga09	Xtr05
N0.HOG0000453	Cmi17	Cpl16	Ler18	Loc18		Xtr10, Xtr04
N0.HOG0000454	Cmi19	Cpl26	Ler24	Loc03	Gga18	
N0.HOG0000455	Cmi19	Cpl26		Loc03		
N0.HOG0000456		Cpl26		Loc03		
N0.HOG0000457		Cpl26	Ler24	Loc03	Gga26	Xtr02
N0.HOG0000458	Cmi19			Loc03		Xtr02
N0.HOG0000459	Cmi19	Cpl26		Loc03		
N0.HOG0000460		CplSca	LerSca	Loc02	Gga34	Xtr06
N0.HOG0000461			LerSca	Loc18		
N0.HOG0000462		Cpl47		Loc26		
N0.HOG0000463		CplSca		Loc05		Xtr02
N0.HOG0000464	Cmi24	Cpl34	Ler30			Xtr09
N0.HOG0000465		Cpl01		Loc26		Xtr10, Xtr06, Xtr08
N0.HOG0000466	Cmi26	Cpl36	Ler01, Ler14, Ler05, Ler11, Ler23, Ler33, Ler02, Ler08, Ler04, Ler24	Loc03		Xtr03
N0.HOG0000467					Gga23, Gga12	
N0.HOG0000468	CmiSca	Cpl09		Loc01		
N0.HOG0000469		Cpl37		Loc24		
N0.HOG0000470		CplSca		Loc24		Xtr07, Xtr09
N0.HOG0000471	CmiSca	Cpl47	LerSca	Loc24, Loc02		
N0.HOG0000472					Gga13	
N0.HOG0000473				Loc15, Loc05	Gga25	Xtr08
N0.HOG0000474					Gga03	
N0.HOG0000475					Gga32	
N0.HOG0000476			Ler15, Ler01, Ler10, Ler08, Ler18, Ler22, Ler03, Ler04, Ler07, Ler23, Ler11, Ler26, Ler32, Ler09, Ler17, Ler21			
N0.HOG0000477			Ler15, Ler01, Ler20, Ler31, Ler05, Ler07, Ler29, Ler11, Ler02, Ler12, Ler32, Ler18, Ler04, Ler09, Ler06			
N0.HOG0000478			Ler15, Ler01, Ler05, Ler27, Ler33, Ler26, Ler08, Ler02, Ler30, Ler03, Ler19			
N0.HOG0000479			Ler26, Ler02, Ler01, Ler05, Ler27, Ler23, Ler06			
N0.HOG0000480						Xtr07, Xtr02, Xtr10, Xtr08, Xtr05, Xtr01, Xtr03
N0.HOG0000481						Xtr01, Xtr05, Xtr07, Xtr03, Xtr04
N0.HOG0000482						Xtr09
N0.HOG0000483	Cmi04	Cpl10	Ler06	Loc03	Gga01	Xtr02
N0.HOG0000484	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0000485	Cmi01	Cpl01	Ler01	Loc04	Gga04	Xtr01
N0.HOG0000486	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0000487	Cmi07	Cpl22	Ler15	Loc05	Gga06	Xtr07
N0.HOG0000488	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0000489	Cmi01	Cpl32	Ler01	Loc04	Gga04	Xtr01
N0.HOG0000490	Cmi28	Cpl42	Ler35	Loc01	Gga22	Xtr03
N0.HOG0000491	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0000492	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0000493	Cmi04	Cpl06	Ler06	Loc03	Gga01	Xtr02
N0.HOG0000494	Cmi01	Cpl02	Ler41	Loc04	Gga04	Xtr01
N0.HOG0000495		Cpl39	Ler37	Loc08		Xtr07
N0.HOG0000496	Cmi01	Cpl40	Ler01, Ler20, Ler31, Ler29, Ler36, Ler38, Ler12, Ler37, Ler22, Ler09, Ler19	Loc04		
N0.HOG0000497	Cmi26	Cpl36	Ler01, Ler33	Loc03, Loc24	Gga25	Xtr03
N0.HOG0000498	Cmi01	Cpl01		Loc02	GgaZ	Xtr01
N0.HOG0000499		Cpl31	Ler29		Gga28	Xtr01
N0.HOG0000500	Cmi01	Cpl01			GgaZ	Xtr01
N0.HOG0000501			Ler01, Ler33	Loc02		
N0.HOG0000502	Cmi02	CplSca		Loc22		
N0.HOG0000503	Cmi10	Cpl28	Ler28	Loc22, Loc02	Gga06, Gga05	Xtr02, Xtr03
N0.HOG0000504	Cmi03	Cpl09	Ler08	Loc16	Gga03	Xtr05
N0.HOG0000505	Cmi10	Cpl27	Ler26	Loc06	Gga23	Xtr02
N0.HOG0000506	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0000507	Cmi04	Cpl12	Ler13	Loc03	Gga01	Xtr02
N0.HOG0000508	Cmi04	Cpl12	Ler13	Loc17	Gga01	Xtr02
N0.HOG0000509	Cmi04		Ler13	Loc17	Gga01	Xtr02
N0.HOG0000510		CplSca		Loc24		
N0.HOG0000511	CmiSca	Cpl12		Loc05		Xtr07
N0.HOG0000512	CmiSca	CplSca	Ler32, Ler24	Loc24	Gga24	Xtr07, Xtr08, Xtr05
N0.HOG0000513	Cmi05	Cpl11, Cpl37	LerSca	Loc10	Gga08	Xtr04
N0.HOG0000514			LerSca	Loc21		
N0.HOG0000515	Cmi08	Cpl08, Cpl02, Cpl11	Ler39, Ler31	Loc06		Xtr08, Xtr03
N0.HOG0000516	Cmi17	Cpl16	Ler18	Loc27	Gga05	Xtr04
N0.HOG0000517	Cmi31	Cpl39	Ler37, Ler19			Xtr07
N0.HOG0000518	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0000519	Cmi19	Cpl26	Ler24	Loc03	Gga26	
N0.HOG0000520	Cmi05, Cmi12	Cpl18	Ler22	Loc08, Loc05	Gga12, Gga01	Xtr04
N0.HOG0000521	Cmi23, Cmi27	Cpl04	Ler40, Ler27, Ler49, Ler16	Loc09, Loc15, Loc04	Gga34	Xtr10, Xtr02, Xtr06
N0.HOG0000522	Cmi23	Cpl33	Ler27	Loc15	Gga27	Xtr10
N0.HOG0000523	Cmi27	Cpl43	Ler40	Loc04		Xtr02
N0.HOG0000524	Cmi06	Cpl07	Ler07	Loc12	Gga07	Xtr09
N0.HOG0000525	Cmi06	Cpl14	Ler07	Loc12	Gga07	Xtr09
N0.HOG0000526	Cmi13	Cpl07, Cpl14	Ler11			
N0.HOG0000527	CmiSca					
N0.HOG0000528		Cpl37	LerSca	Loc01		
N0.HOG0000529		Cpl21, Cpl41	Ler20	Loc06, Loc26, Loc13	Gga14	Xtr09
N0.HOG0000530					Gga16, Gga31	
N0.HOG0000531					Gga25	Xtr08
N0.HOG0000532			Ler15, Ler01, Ler20, Ler14, Ler27, Ler10, Ler29, Ler38, Ler12, Ler03, Ler37, Ler18, Ler04, Ler17			
N0.HOG0000533			Ler28, Ler01, Ler05, Ler11, Ler07, Ler10, Ler38, Ler22, Ler04, Ler34, Ler09			
N0.HOG0000534			Ler01, Ler14, Ler05, Ler10, Ler07, Ler02, Ler03, Ler04, Ler09, Ler06			
N0.HOG0000535			Ler01, Ler05, Ler11, Ler23, Ler07, Ler33, Ler26, Ler02, Ler04, Ler34, Ler06			
N0.HOG0000536			Ler01, Ler13, Ler11, Ler23, Ler04, Ler07, Ler02, Ler32, Ler03, Ler09, Ler06			
N0.HOG0000537			Ler15, Ler01, Ler33, Ler18, Ler04, Ler03, Ler13, Ler14, Ler27, Ler11, Ler23, Ler49, Ler29, Ler07, Ler39, Ler40, Ler09			
N0.HOG0000538				Loc05, Loc14, Loc04, Loc17		
N0.HOG0000539						Xtr01
N0.HOG0000540						Xtr10, Xtr08, Xtr04
N0.HOG0000541	Cmi01	Cpl01	Ler01	Loc02, Loc05	Gga01	Xtr04, Xtr05
N0.HOG0000542	Cmi01	Cpl01	LerSca	Loc12		
N0.HOG0000543	Cmi01, Cmi08, Cmi10	Cpl14, Cpl25	Ler25		Gga15	Xtr08, Xtr09
N0.HOG0000544	Cmi03, Cmi01, Cmi02, Cmi04, Cmi09	Cpl09	Ler08	Loc01	Gga03	Xtr05
N0.HOG0000545	Cmi01	Cpl01	Ler01	Loc04	Gga04	Xtr01
N0.HOG0000546	Cmi13		Ler11	Loc06	Gga13	Xtr03
N0.HOG0000547	Cmi07	Cpl38	Ler34	Loc05	Gga06	Xtr07
N0.HOG0000548	Cmi28	Cpl42	Ler35	Loc01	Gga22	
N0.HOG0000549	Cmi01	Cpl01	Ler01	Loc04	Gga04	Xtr01
N0.HOG0000550	Cmi13	Cpl14		Loc06	Gga13	Xtr03
N0.HOG0000551	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0000552	Cmi04	Cpl06	Ler06	Loc17	Gga01	Xtr02
N0.HOG0000553	Cmi01	Cpl02	Ler03	Loc04	Gga04	Xtr01
N0.HOG0000554	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0000555	Cmi28	Cpl42	Ler35		Gga22	Xtr03
N0.HOG0000556	Cmi07	Cpl22	Ler15	Loc05	Gga06	Xtr07
N0.HOG0000557	Cmi01	Cpl01	Ler01	Loc02	GgaZ	Xtr01
N0.HOG0000558	Cmi01	Cpl01	Ler01	Loc02		
N0.HOG0000559	Cmi03	Cpl03	Ler05	Loc01	Gga03	Xtr05
